NODES
0	0	0	0	120	0	0	0
1	19	1	4	120	1	0	101
2	20	1	1	120	1	0	102
3	22	2	56	120	2	0	103
4	7	1	1	120	1	0	104
5	9	2	30	120	2	0	105
6	9	3	24	120	3	0	106
7	6	1	7	120	1	0	107
8	18	1	0	120	1	0	108
9	16	1	2	120	1	0	109
10	8	1	28	120	1	0	110
11	22	1	11	120	1	0	111
12	3	3	17	120	3	0	112
13	6	2	46	120	2	0	113
14	1	1	34	120	1	0	114
15	17	1	13	120	1	0	115
16	4	4	12	120	4	0	116
17	5	1	16	120	1	0	117
18	7	1	17	120	1	0	118
19	6	2	3	120	2	0	119
20	20	1	8	120	1	0	120
21	22	1	43	120	1	0	121
22	4	1	22	120	1	0	122
23	14	1	9	120	1	0	123
24	8	2	80	120	2	0	124
25	10	4	40	120	4	0	125
26	2	1	28	120	1	0	126
27	18	1	58	120	1	0	127
28	22	3	19	120	3	0	128
29	5	1	66	120	1	0	129
30	4	1	4	120	1	0	130
31	17	1	5	120	1	0	131
32	1	1	41	120	1	0	132
33	9	4	14	120	4	0	133
34	12	1	31	120	1	0	134
35	12	3	15	120	3	0	135
36	19	3	52	120	3	0	136
37	15	2	14	120	2	0	137
38	8	1	42	120	1	0	138
39	22	1	47	120	1	0	139
40	4	1	15	120	1	0	140
41	17	2	12	120	2	0	141
42	21	1	8	120	1	0	142
43	4	1	0	120	1	0	143
44	10	1	10	120	1	0	144
45	16	1	6	120	1	0	145
46	9	1	4	120	1	0	146
47	12	2	36	120	2	0	147
48	13	3	20	120	3	0	148
49	2	1	36	120	1	0	149
50	13	1	0	120	1	0	150
51	21	1	31	120	1	0	151
52	4	4	11	120	4	0	152
53	5	1	66	120	1	0	153
54	19	1	18	120	1	0	154
55	20	2	37	120	2	0	155
56	16	1	23	120	1	0	156
57	21	1	4	120	1	0	157
58	14	1	22	120	1	0	158
59	21	1	13	120	1	0	159
60	5	1	27	120	1	0	160
61	13	1	22	120	1	0	161
62	9	1	57	120	1	0	162
63	15	2	5	120	2	0	163
64	2	3	66	120	3	0	164
65	13	1	0	120	1	0	165
66	5	4	1	120	4	0	166
67	13	1	31	120	1	0	167
68	8	1	7	120	1	0	168
69	2	1	5	120	1	0	169
70	3	1	22	120	1	0	170
71	9	2	4	120	2	0	171
72	10	2	0	120	2	0	172
73	13	1	15	120	1	0	173
74	10	1	42	120	1	0	174
75	12	2	11	120	2	0	175
76	17	1	56	120	1	0	176
77	13	1	22	120	1	0	177
78	2	3	45	120	3	0	178
79	2	1	8	120	1	0	179
80	5	3	3	120	3	0	180
81	14	2	2	120	2	0	181
82	10	1	16	120	1	0	182
83	19	1	52	120	1	0	183
84	6	1	30	120	1	0	184
85	16	1	62	120	1	0	185
86	10	2	8	120	2	0	186
87	8	1	32	120	1	0	187
88	17	1	13	120	1	0	188
89	16	1	27	120	1	0	189
90	18	3	16	120	3	0	190
91	16	1	0	120	1	0	191
92	8	1	6	120	1	0	192
93	17	4	57	120	4	0	193
94	21	1	42	120	1	0	194
95	9	3	66	120	3	0	195
96	8	1	24	120	1	0	196
97	15	1	6	120	1	0	197
98	4	2	11	120	2	0	198
99	8	2	62	120	2	0	199
100	11	2	18	120	2	0	200
101	6	-1	0	116	1	1	0
102	5	-1	0	120	1	2	0
103	12	-2	0	110	2	3	0
104	10	-1	0	105	1	4	0
105	7	-2	0	89	2	5	0
106	4	-3	0	87	3	6	0
107	11	-1	0	74	1	7	0
108	10	-1	0	114	1	8	0
109	14	-1	0	84	1	9	0
110	7	-1	0	120	1	10	0
111	7	-1	0	93	1	11	0
112	20	-3	0	89	3	12	0
113	8	-2	0	91	2	13	0
114	3	-1	0	93	1	14	0
115	14	-1	0	95	1	15	0
116	21	-4	0	98	4	16	0
117	21	-1	0	111	1	17	0
118	14	-1	0	112	1	18	0
119	9	-2	0	50	2	19	0
120	7	-1	0	115	1	20	0
121	15	-1	0	119	1	21	0
122	18	-1	0	91	1	22	0
123	10	-1	0	69	1	23	0
124	16	-2	0	111	2	24	0
125	20	-4	0	118	4	25	0
126	19	-1	0	96	1	26	0
127	5	-1	0	96	1	27	0
128	8	-3	0	69	3	28	0
129	20	-1	0	112	1	29	0
130	12	-1	0	120	1	30	0
131	19	-1	0	43	1	31	0
132	18	-1	0	110	1	32	0
133	22	-4	0	109	4	33	0
134	18	-1	0	98	1	34	0
135	10	-3	0	86	3	35	0
136	8	-3	0	93	3	36	0
137	1	-2	0	111	2	37	0
138	20	-1	0	83	1	38	0
139	20	-1	0	97	1	39	0
140	18	-1	0	111	1	40	0
141	15	-2	0	97	2	41	0
142	10	-1	0	92	1	42	0
143	20	-1	0	86	1	43	0
144	20	-1	0	98	1	44	0
145	2	-1	0	112	1	45	0
146	11	-1	0	107	1	46	0
147	2	-2	0	115	2	47	0
148	21	-3	0	97	3	48	0
149	17	-1	0	103	1	49	0
150	20	-1	0	96	1	50	0
151	20	-1	0	106	1	51	0
152	7	-4	0	116	4	52	0
153	3	-1	0	89	1	53	0
154	10	-1	0	103	1	54	0
155	15	-2	0	105	2	55	0
156	7	-1	0	106	1	56	0
157	7	-1	0	47	1	57	0
158	8	-1	0	69	1	58	0
159	16	-1	0	99	1	59	0
160	18	-1	0	106	1	60	0
161	15	-1	0	97	1	61	0
162	2	-1	0	98	1	62	0
163	7	-2	0	116	2	63	0
164	20	-3	0	116	3	64	0
165	15	-1	0	105	1	65	0
166	3	-4	0	96	4	66	0
167	6	-1	0	102	1	67	0
168	7	-1	0	109	1	68	0
169	14	-1	0	85	1	69	0
170	15	-1	0	74	1	70	0
171	22	-2	0	78	2	71	0
172	14	-2	0	116	2	72	0
