NODES
0	0	0	0	120	0	0	0
1	6	1	42	120	1	0	201
2	13	1	8	120	1	0	202
3	8	1	2	120	1	0	203
4	12	2	30	120	2	0	204
5	20	4	9	120	4	0	205
6	5	1	3	120	1	0	206
7	5	1	42	120	1	0	207
8	16	2	5	120	2	0	208
9	14	1	23	120	1	0	209
10	17	1	24	120	1	0	210
11	7	1	26	120	1	0	211
12	1	1	11	120	1	0	212
13	17	1	55	120	1	0	213
14	20	3	5	120	3	0	214
15	2	1	19	120	1	0	215
16	20	1	26	120	1	0	216
17	4	1	25	120	1	0	217
18	7	1	57	120	1	0	218
19	11	1	0	120	1	0	219
20	17	1	26	120	1	0	220
21	9	1	86	120	1	0	221
22	3	1	21	120	1	0	222
23	9	1	3	120	1	0	223
24	11	1	0	120	1	0	224
25	13	1	31	120	1	0	225
26	13	1	74	120	1	0	226
27	2	1	22	120	1	0	227
28	16	1	33	120	1	0	228
29	12	1	61	120	1	0	229
30	2	1	7	120	1	0	230
31	8	1	0	120	1	0	231
32	6	1	23	120	1	0	232
33	13	2	16	120	2	0	233
34	8	1	10	120	1	0	234
35	4	2	31	120	2	0	235
36	16	1	19	120	1	0	236
37	10	1	41	120	1	0	237
38	17	1	11	120	1	0	238
39	20	1	7	120	1	0	239
40	14	1	33	120	1	0	240
41	12	1	16	120	1	0	241
42	3	1	35	120	1	0	242
43	5	1	48	120	1	0	243
44	16	1	44	120	1	0	244
45	11	1	2	120	1	0	245
46	8	1	2	120	1	0	246
47	20	1	4	120	1	0	247
48	5	1	34	120	1	0	248
49	19	3	31	120	3	0	249
50	4	1	9	120	1	0	250
51	22	3	7	120	3	0	251
52	2	1	4	120	1	0	252
53	4	4	37	120	4	0	253
54	4	1	4	120	1	0	254
55	11	1	5	120	1	0	255
56	14	1	5	120	1	0	256
57	2	1	35	120	1	0	257
58	18	2	8	120	2	0	258
59	3	3	4	120	3	0	259
60	5	3	23	120	3	0	260
61	16	1	22	120	1	0	261
62	1	1	28	120	1	0	262
63	10	1	48	120	1	0	263
64	13	1	18	120	1	0	264
65	17	1	61	120	1	0	265
66	20	2	28	120	2	0	266
67	8	3	54	120	3	0	267
68	17	1	18	120	1	0	268
69	9	2	4	120	2	0	269
70	4	1	4	120	1	0	270
71	15	1	7	120	1	0	271
72	13	3	11	120	3	0	272
73	22	1	12	120	1	0	273
74	7	2	7	120	2	0	274
75	21	1	47	120	1	0	275
76	8	1	23	120	1	0	276
77	8	1	39	120	1	0	277
78	13	3	19	120	3	0	278
79	5	1	1	120	1	0	279
80	10	4	27	120	4	0	280
81	17	3	2	120	3	0	281
82	2	2	12	120	2	0	282
83	20	1	13	120	1	0	283
84	11	1	2	120	1	0	284
85	16	3	38	120	3	0	285
86	5	1	19	120	1	0	286
87	3	2	34	120	2	0	287
88	19	1	72	120	1	0	288
89	16	2	68	120	2	0	289
90	8	1	13	120	1	0	290
91	14	1	2	120	1	0	291
92	1	1	0	120	1	0	292
93	13	3	6	120	3	0	293
94	4	1	53	120	1	0	294
95	17	1	48	120	1	0	295
96	21	1	21	120	1	0	296
97	1	1	28	120	1	0	297
98	9	1	49	120	1	0	298
99	8	1	19	120	1	0	299
100	8	1	25	120	1	0	300
101	1	1	29	120	1	0	301
102	9	1	17	120	1	0	302
103	14	1	35	120	1	0	303
104	14	1	0	120	1	0	304
105	16	4	1	120	4	0	305
106	3	2	2	120	2	0	306
107	3	3	7	120	3	0	307
108	7	1	17	120	1	0	308
109	20	1	16	120	1	0	309
110	14	1	36	120	1	0	310
111	11	1	30	120	1	0	311
112	11	1	13	120	1	0	312
113	10	1	23	120	1	0	313
114	19	3	5	120	3	0	314
115	18	1	17	120	1	0	315
116	9	1	14	120	1	0	316
117	21	1	43	120	1	0	317
118	19	1	23	120	1	0	318
119	20	1	49	120	1	0	319
120	11	1	10	120	1	0	320
121	12	2	3	120	2	0	321
122	20	1	66	120	1	0	322
123	9	1	9	120	1	0	323
124	2	1	9	120	1	0	324
125	12	1	1	120	1	0	325
126	3	1	43	120	1	0	326
127	11	1	62	120	1	0	327
128	8	3	13	120	3	0	328
129	15	1	4	120	1	0	329
130	13	1	21	120	1	0	330
131	12	1	11	120	1	0	331
132	6	1	20	120	1	0	332
133	7	1	52	120	1	0	333
134	18	3	21	120	3	0	334
135	15	1	41	120	1	0	335
136	15	1	3	120	1	0	336
137	17	4	37	120	4	0	337
138	20	1	9	120	1	0	338
139	6	1	18	120	1	0	339
140	16	1	33	120	1	0	340
141	22	1	3	120	1	0	341
142	16	1	13	120	1	0	342
143	20	2	12	120	2	0	343
144	22	3	40	120	3	0	344
145	9	1	1	120	1	0	345
146	7	1	52	120	1	0	346
147	17	2	49	120	2	0	347
148	5	4	32	120	4	0	348
149	10	2	6	120	2	0	349
150	6	2	4	120	2	0	350
151	22	3	12	120	3	0	351
